battle_id,win,turns,damage_taken,final_hp
1206,True,4,24,80
1207,True,4,24,80
1208,True,3,24,80
1209,True,4,24,80
1210,True,4,24,80
1211,True,4,24,80
1212,True,4,24,80
1213,True,4,24,80
1214,True,4,24,80
1215,True,4,24,80
1216,True,4,24,80
1217,True,4,24,80
1218,True,3,24,80
1219,True,4,24,80
1220,True,4,24,80
1221,True,4,24,80
1222,True,4,32,80
1223,True,4,24,80
1224,True,4,24,80
1225,True,4,24,80
1226,True,4,24,80
1227,True,3,24,80
1228,True,4,24,80
1229,True,4,32,80
1230,True,4,24,80
1231,True,4,24,80
1232,True,4,24,80
1233,True,4,24,80
1234,True,4,24,80
1235,True,4,24,80
1236,True,4,24,80
1237,True,4,24,80
1238,True,4,24,80
1239,True,4,32,80
1240,True,4,24,80
1241,True,4,24,80
1242,True,4,24,80
1243,True,4,24,80
1244,True,3,24,80
1245,True,4,24,80
1246,True,4,32,80
1247,True,4,24,80
1248,True,4,24,80
1249,True,4,24,80
1250,True,4,24,80
1251,True,4,24,80
1252,True,4,24,80
1253,True,4,24,80
1254,True,4,24,80
1255,True,4,24,80
1256,True,4,24,80
1257,True,4,24,80
1258,True,5,32,80
1259,True,4,24,80
1260,True,4,24,80
1261,True,4,24,80
1262,True,4,24,80
1263,True,4,24,80
1264,True,4,24,80
1265,True,4,24,80
1266,True,4,24,80
1267,True,4,24,80
1268,True,4,24,80
1269,True,4,24,80
1270,True,3,16,80
1271,True,4,24,80
1272,True,4,24,80
1273,True,4,24,80
1274,True,4,24,80
1275,True,4,32,80
1276,True,4,24,80
1277,True,4,32,80
1278,True,4,24,80
1279,True,4,24,80
1280,True,4,32,80
1281,True,3,24,80
1282,True,4,24,80
1283,True,4,24,80
1284,True,3,24,80
1285,True,4,24,80
1286,True,4,24,80
1287,True,4,24,80
1288,True,4,24,80
1289,True,4,24,80
1290,True,3,24,80
1291,True,4,24,80
1292,True,4,24,80
1293,True,4,24,80
1294,True,4,24,80
1295,True,4,24,80
1296,True,3,24,80
1297,True,4,24,80
1298,True,4,24,80
1299,True,4,24,80
1300,True,4,24,80
1301,True,4,24,80
1302,True,5,32,80
1303,True,4,24,80
1304,True,4,24,80
1305,True,3,24,80
1306,True,4,24,80
1307,True,4,32,80
1308,True,3,24,80
1309,True,4,24,80
1310,True,4,24,80
1311,True,4,24,80
1312,True,4,32,80
1313,True,4,24,80
1314,True,4,24,80
1315,True,4,24,80
1316,True,4,24,80
1317,True,4,24,80
1318,True,4,24,80
1319,True,4,24,80
1320,True,4,24,80
1321,True,4,24,80
1322,True,4,24,80
1323,True,4,24,80
1324,True,4,32,80
1325,True,4,24,80
1326,True,5,32,80
1327,True,4,24,80
1328,True,4,24,80
1329,True,4,24,80
1330,True,4,24,80
1331,True,4,24,80
1332,True,4,24,80
1333,True,4,24,80
1334,True,4,24,80
1335,True,4,24,80
1336,True,4,24,80
1337,True,4,24,80
1338,True,4,24,80
1339,True,4,24,80
1340,True,3,24,80
1341,True,4,24,80
1342,True,5,32,80
1343,True,4,24,80
1344,True,4,24,80
1345,True,4,24,80
1346,True,4,24,80
1347,True,4,24,80
1348,True,4,24,80
1349,True,4,24,80
1350,True,4,24,80
1351,True,4,24,80
1352,True,4,24,80
1353,True,4,24,80
